Designator,Mid X,Mid Y,Rotation,Layer
D1,100.0,-100.0,0.0,top
J1,95.625,-108.5,180.0,bottom
J3,104.375,-108.5,180.0,bottom
R1,107.0,-100.0,270.0,bottom
R2,110.25,-100.0,270.0,bottom
R3,93.0,-100.06,90.0,bottom
R4,100.0,-105.25,0.0,bottom
SW1,89.0,-99.995,0.0,bottom
U1,100.0,-92.06,90.0,top
